الآداب  واللغات والمراحل التحضيرية الأدبية
الآداب  واللغات والمراحل التحضيرية الأدبية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
94.6738,88.5817,92.7449,علوم تجريبية,,
83.4866,89.3182,86.5618,العلوم التقنية,,
0,0,99.565,رياضيات,"جامعة قفصةكلية العلوم بقفصة",الإجازة  في الفيزياء و الطاقة60504
94.2101,90.2062,95.4742,علوم تجريبية,,
73.3369,73.1217,79.84,العلوم التقنية,,
0,0,0,رياضيات,"جامعة قفصةكلية العلوم بقفصة",الاجازة   في الرياضيات التطبيقية60505
97.0879,96.8708,88.4599,علوم تجريبية,,
71.6517,82.735,108.94,العلوم التقنية,,
107.455,109.78,0,علوم الإعلامية,,
0,0,0,رياضيات,"جامعة قفصةكلية العلوم بقفصة",الإجازة  في الرياضيات60507
88.4267,98.474,81.6902,علوم تجريبية,,
94.2563,98.9536,83.4389,العلوم التقنية,,
85.4349,87.2416,90.7034,علوم الإعلامية,,
0,0,0,رياضيات,"جامعة قفصةكلية العلوم بقفصة",الإجازة  في علوم الأحياء60509
78.7484,79.0283,79.7551,علوم تجريبية,,
0,0,0,رياضيات,"جامعة قفصةكلية العلوم بقفصة",الإجازة  في علوم الأرض60510
86.5015,91.478,96.5764,علوم تجريبية,,
82.535,0,0,العلوم التقنية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
0,0,0,رياضيات,"جامعة قفصةكلية العلوم بقفصة",الإجازة  في علوم الحياة و الأرض60513
79.2915,75.8465,80.6748,علوم تجريبية,,
92.4717,83.4885,81.815,رياضيات,"جامعة قفصةكلية العلوم بقفصة",الإجازة  في علوم الإعلامية60523
94.715,108.5285,99.4,علوم تجريبية,,
114.3,125.495,123.36,العلوم التقنية,,
98.4367,95.5267,82.1449,علوم الإعلامية,,
88.3668,88.9567,93.9517,رياضيات,"جامعة قفصةالمعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة",الإجازة  في هندسة نظم الإعلامية60524
101.363,104.2933,91.54,علوم تجريبية,,
115.495,125.77,120.55,العلوم التقنية,,
95.53,84.79,79.0236,علوم الإعلامية,,
99.76,95.9267,100.5898,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بقفصة",الإجازة  في تكنولوجيات الإعلامية60566
107.9482,101.56,95.935,علوم تجريبية,,
101.1,99.385,89.7249,إقتصاد وتصرف,,
106.04,117.3,113.635,العلوم التقنية,,
103.835,97.3649,84.7685,علوم الإعلامية,,
96.1403,0,101.6467,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بقفصة",الإجازة  في الهندسـة المدنية60568
122.7753,116.0397,111.1588,علوم تجريبية,,
72.1478,75.5058,77.3074,العلوم التقنية,,
108.5927,114.785,108.0036,علوم الإعلامية,,
87.6666,88.5728,0,رياضيات,"جامعة قفصةكلية العلوم بقفصة",الإجازة  في الهندسـة الميكانـيـكـيـة60570
93.263,84.1317,77.837,علوم تجريبية,,
70.8379,79.4683,72.4438,العلوم التقنية,,
87.245,103.48,0,علوم الإعلامية,,
0,0,104.07,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بقفصة",الإجازة  في الهندسـة الكهـربـائـيــة60571
91.7686,86.8699,79.3599,علوم تجريبية,,
89.8049,91.635,78.6282,العلوم التقنية,,
90.6272,103.745,0,علوم الإعلامية,,
0,91.7552,94.9353,رياضيات,"جامعة قفصةالمعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة",الإجازة  في تكنولوجيات المعلومات والاتصالات60573
87.1784,91.3515,88.1765,علوم تجريبية,,
102.8098,107.1944,110.7878,العلوم التقنية,,
77.9449,79.6368,87.7683,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
0,0,106.8975,رياضيات,"جامعة قفصةكلية العلوم بقفصة",الإجازة  في الهندسة  الطاقية60603
76.516,81.5723,81.6774,علوم تجريبية,,
91.3517,78.2874,91.6934,العلوم التقنية,,
0,0,0,رياضيات,"جامعة قفصةكلية العلوم بقفصة",الإجازة  في الإلكترونيك  والكهروتقنية والآلية60629
92.4002,86.3402,91.1519,علوم تجريبية,,
81.2309,81.9347,84.0671,العلوم التقنية,,
87.2069,96.2149,94.7167,علوم الإعلامية,,
0,93.8267,103.215,رياضيات,"جامعة قفصةالمعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة",الإجازة  في الهندسـة الميكانـيـكـيـة61570
94.4,87.497,86.7235,علوم تجريبية,,
75.2037,75.0121,73.5124,العلوم التقنية,,
93.8584,88.3536,0,علوم الإعلامية,,
100.3447,0,81.8232,رياضيات,"جامعة قفصةالمعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة",الإجازة  في الإلكترونيك  والكهروتقنية والآلية61629
83.7435,83.7598,82.5164,علوم تجريبية,,
85.1032,85.4141,81.1085,العلوم التقنية,,
141.075,122.8628,0,علوم الإعلامية,,
116.6835,0,122.56,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بقفصة",الإجازة  في الهندسـة الميكانـيـكـيـة62570
86.9839,82.2616,78.6266,علوم تجريبية,,
82.3368,77.8564,73.8924,العلوم التقنية,,
107.9737,80.0252,0,علوم الإعلامية,,
122.7237,92.9768,102.4541,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بتوزر",الإجازة  في تكنولوجيات الإعلامية63566
84.6382,94.0501,78.2799,علوم تجريبية,,
91.6983,92.9699,83.1651,إقتصاد وتصرف,,
95.7509,112.5052,113.7517,العلوم التقنية,,
92.6048,91.405,82.4332,علوم الإعلامية,,
0,0,0,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بتوزر",الإجازة  في الهندسـة المدنية63568
117.8117,105.6367,105.2401,علوم تجريبية,,
70.541,77.3156,78.4031,العلوم التقنية,,
115.4433,109.5533,103.0454,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
118.235,100.6683,93.7433,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بتوزر",الإجازة  في الهندسـة الميكانـيـكـيـة63570
87.18,94.3218,87.6915,علوم تجريبية,,
87.33,75.1833,77.0755,العلوم التقنية,,
87.1533,118.52,96.8885,علوم الإعلامية,,
0,0,0,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بتوزر",الإجازة  في الهندسـة الكهـربـائـيــة63571
82.9804,87.6733,91.4486,علوم تجريبية,,
85.8232,76.8037,77.3282,العلوم التقنية,,
95.1566,87.3017,87.2448,علوم الإعلامية,,
102.4169,119.305,110.9165,رياضيات,"جامعة القيروانالمعهد العالي للإعلامية   و التصرف بالقيروان",الإجازة  في إعلامية  التـصـرف70311
113.78,115.745,118.145,علوم تجريبية,,
106.255,117.2025,108.165,إقتصاد وتصرف,,
127.895,151.0787,151.08,العلوم التقنية,,
105.595,105.015,101.29,علوم الإعلامية,,
0,111.0573,0,رياضيات,"جامعة القيروانالمعهد العالي للرياضيات التطبيقية والإعلاميةبالقيروان",الاجازة   في الرياضيات التطبيقية70505
81.9479,90.5717,95.7169,علوم تجريبية,,
83.808,85.04,78.6768,العلوم التقنية,,
92.6151,88.6618,96.8422,علوم الإعلامية,,
89.7948,125.545,125.78,رياضيات,"جامعة القيروانالمعهد العالي للإعلامية   و التصرف بالقيروان",الإجازة  في علوم الإعلامية70523
113.205,116.4107,116.5887,علوم تجريبية,,
141.845,146.16,151.7,العلوم التقنية,,
122.07,118.415,114.18,علوم الإعلامية,,
99.0119,106.685,118.65,رياضيات,"جامعة القيروانالمعهد العالي للإعلامية   و التصرف بالقيروان",الإجازة  في هندسة نظم الإعلامية70524
95.1874,109.0579,112.2716,علوم تجريبية,,
115.4263,144.7336,151.7046,العلوم التقنية,,
110.505,108.01,102.4653,علوم الإعلامية,,
92.6534,114.425,119.335,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بالقيروان",الإجازة  في تكنولوجيات الإعلامية70566
100.8416,108.81,107.88,علوم تجريبية,,
97.6536,109.99,102.7022,إقتصاد وتصرف,,
114.545,130.945,133.095,العلوم التقنية,,
117.37,113.415,111.435,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
0,0,83.5467,رياضيات,"جامعة القيروانالمعهد العالي للعلوم التطبيقية و التكنولوجيابالقيروان",الإجازة  في الهندسـة الميكانـيـكـيـة70570
83.5632,93.8104,78.4991,علوم تجريبية,,
81.4413,91.1976,70.97,العلوم التقنية,,
95.6635,100.015,103.346,علوم الإعلامية,,
0,102.12,99.2965,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بالقيروان",الإجازة  في الهندسـة الكهـربـائـيــة70571
91.8578,98.5971,96.5186,علوم تجريبية,,
97.5385,107.275,100.59,العلوم التقنية,,
114.455,107.7437,94.581,علوم الإعلامية,,
96.3108,108.2072,103.2061,رياضيات,"جامعة القيروانالمعهد العالي للعلوم التطبيقية و التكنولوجيابالقيروان",الإجازة  في الهندسة  الطاقية70603
79.7954,74.9201,76.3173,علوم تجريبية,,
99.23,101.005,96.4033,العلوم التقنية,,
112.9706,91.7919,83.1669,رياضيات,"جامعة القيروانالمعهد العالي للعلوم التطبيقية و التكنولوجيابالقيروان",الإجازة  في الإلكترونيك  والكهروتقنية والآلية70629
75.1369,75.6866,78.9115,علوم تجريبية,,
91.5325,104.9633,97.2823,العلوم التقنية,,
101.475,100.38,123.355,علوم الإعلامية,,
90.5809,114.435,119.23,رياضيات,"جامعة القيروانالمعهد العالي للرياضيات التطبيقية والإعلاميةبالقيروان",الإجازة  في علوم الإعلامية71523
78.3352,113.2083,113.0701,علوم تجريبية,,
109.11,150.105,146.95,العلوم التقنية,,
111.56,113.4582,104.975,علوم الإعلامية,,
87.5383,82.3599,108.165,رياضيات,"جامعة القيروانالمعهد العالي للعلوم التطبيقية و التكنولوجيابالقيروان",الإجازة  في هندسة نظم الإعلامية71524
76.7267,105.3368,103.955,علوم تجريبية,,
105.67,142.19,139.14,العلوم التقنية,,
102.46,98.9,77.8935,علوم الإعلامية,,
99.2552,94.415,111.305,رياضيات,"جامعة القيروانالمعهد العالي للرياضيات التطبيقية والإعلاميةبالقيروان",الإجازة  في هندسة نظم الإعلامية72524
87.0429,108.505,107.465,علوم تجريبية,,
123.425,141.86,134.57,العلوم التقنية,,
108.045,106.195,96.335,علوم الإعلامية,,
0,107.035,102.0416,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بالقيروان",الإجازة  في الهندسـة الميكانـيـكـيـة72570
93.56,96.3499,89.2034,علوم تجريبية,,
95.9334,103.93,95.5017,العلوم التقنية,,
98.6396,106.24,105.17,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
87.2832,93.9501,92.9616,رياضيات,"جامعة القيروانالمعهد العالي للعلوم التطبيقية و التكنولوجيابالقصرين",الإجازة  في علوم الإعلامية73523
103.615,102.8116,81.8603,علوم تجريبية,,
109.395,117.33,114.73,العلوم التقنية,,
97.24,93.625,78.3518,علوم الإعلامية,,
129.2507,82.5568,86.5469,رياضيات,"جامعة القيروانالمعهد العالي للعلوم التطبيقية و التكنولوجيابالقصرين",الإجازة  في هندسة نظم الإعلامية73524
84.9515,94.7718,77.9635,علوم تجريبية,,
104.0683,118.115,115.51,العلوم التقنية,,
89.2685,77.0532,87.5332,علوم الإعلامية,,
125.3238,90.9133,92.9034,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بالقصرين",الإجازة  في تكنولوجيات الإعلامية73566
90.5756,105.0847,84.9515,علوم تجريبية,,
91.9832,95.315,84.8282,إقتصاد وتصرف,,
105.37,109.3,104.795,العلوم التقنية,,
102.53,95.44,88.2215,علوم الإعلامية,,
0,0,0,رياضيات,"جامعة القيروانالمعهد العالي للعلوم التطبيقية و التكنولوجيابالقصرين",الإجازة  في الهندسـة الميكانـيـكـيـة73570
87.0713,83.0349,87.9682,علوم تجريبية,,
69.5615,78.7237,81.716,العلوم التقنية,,
114.94,113.93,0,علوم الإعلامية,,
0,0,0,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بالقصرين",الإجازة  في الهندسـة الكهـربـائـيــة73571
112.7408,101.8888,87.5053,علوم تجريبية,,
86.2385,86.1999,74.2133,العلوم التقنية,,
99.6438,108.465,0,علوم الإعلامية,,
0,98.4317,99.5572,رياضيات,"جامعة القيروانالمعهد العالي للعلوم التطبيقية و التكنولوجيابالقصرين",الإجازة  في تكنولوجيات المعلومات والاتصالات73573
90.2628,95.5731,90.2808,علوم تجريبية,,
96.4017,96.16,94.97,العلوم التقنية,,
78.8778,83.3135,88.2424,علوم الإعلامية,,
0,0,0,رياضيات,"جامعة القيروانالمعهد العالي للعلوم التطبيقية و التكنولوجيابالقصرين",الإجازة  في الإلكترونيك  والكهروتقنية والآلية73629
97.4449,91.4673,81.454,علوم تجريبية,,
80.1356,80.1105,74.1296,العلوم التقنية,,
89.785,108.335,0,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
0,99.1804,90.3182,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بالقصرين",الإجازة  في الهندسـة الميكانـيـكـيـة74570
79.8611,105.3185,78.2033,علوم تجريبية,,
77.5506,76.5099,67.8045,العلوم التقنية,,
113.895,113.215,0,علوم الإعلامية,,
0,0,0,رياضيات,"جامعة القيروانكلية العلوم و التقنيات بسيدي بوزيد",الإجازة  في الفيزياء و الكيمياء75502
92.1,83.772,77.5834,علوم تجريبية,,
81.0385,99.495,139.5173,العلوم التقنية,,
0,0,0,رياضيات,"جامعة القيروانكلية العلوم و التقنيات بسيدي بوزيد",الإجازة  في علوم الأحياء  و المحيط75512
95.3619,88.5123,0,علوم تجريبية,,
98.8851,84.6719,84.9682,رياضيات,"جامعة القيروانكلية العلوم و التقنيات بسيدي بوزيد",الإجازة  في علوم الإعلامية75523
79.9519,98.77,89.2166,علوم تجريبية,,
113.7517,117.875,120.4339,العلوم التقنية,,
96.53,96.935,85.6534,علوم الإعلامية,,
95.0216,100.9081,106.85,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بسيدي بوزيد",الإجازة  في تكنولوجيات الإعلامية75566
100.5899,102.745,99.015,علوم تجريبية,,
116.2181,116.507,110.9125,إقتصاد وتصرف,,
114.1316,124.762,118.5935,العلوم التقنية,,
107.8151,100.1631,79.9332,علوم الإعلامية,,
0,0,103.985,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بسيدي بوزيد",الإجازة  في الهندسـة الميكانـيـكـيـة75570
95.6416,82.585,85.0509,علوم تجريبية,,
86.9947,78.3219,74.183,العلوم التقنية,,
78.8651,94.1201,0,علوم الإعلامية,,
0,0,92.0532,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بسيدي بوزيد",الإجازة  في الهندسـة الكهـربـائـيــة75571
87.4733,90.4848,86.4473,علوم تجريبية,,
88.2334,72.9585,76.177,العلوم التقنية,,
110.215,107.67,0,علوم الإعلامية,,
80.6767,90.9157,91.2382,رياضيات,"جامعة القيروانكلية العلوم و التقنيات بسيدي بوزيد",الإجازة  في تكنولوجيات المعلومات والاتصالات75573
78.6749,74.949,77.2651,علوم تجريبية,,
89.9643,94.3183,99.0999,العلوم التقنية,,
76.0356,80.1455,91.9978,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
0,0,0,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بسيدي بوزيد",الإجازة  في هندسة الأساليب75597
86.8271,90.5043,82.9051,علوم تجريبية,,
93.9819,89.7319,116.1432,العلوم التقنية,,
94.4818,100.14,119.11,رياضيات,"جامعة جندوبةكلية العلوم القانونية والإقتصادية  والتصرف بجندوبة",الإجازة  في إعلامية  التـصـرف80311
112.035,114.62,119.33,علوم تجريبية,,
103.5653,108.74,103.96,إقتصاد وتصرف,,
106.8766,117.1329,147.9703,العلوم التقنية,,
106.575,106.1815,101.2851,علوم الإعلامية,,
102.475,116.3197,118.285,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بجندوبة",الإجازة  في تكنولوجيات الإعلامية80566
103.2786,111.11,109.9333,علوم تجريبية,,
101.49,105.33,100.8475,إقتصاد وتصرف,,
110.825,123.56,126.475,العلوم التقنية,,
120.625,115.54,113.345,علوم الإعلامية,,
104.3983,106.7948,102.205,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بجندوبة",الإجازة  في الهندسـة الميكانـيـكـيـة80570
99.7525,103.731,97.9532,علوم تجريبية,,
95.4761,101.4367,93.865,العلوم التقنية,,
112.35,101.66,104.6942,علوم الإعلامية,,
0,95.4386,110.2419,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بجندوبة",الإجازة  في الهندسـة الكهـربـائـيــة80571
99.255,102.25,101.1935,علوم تجريبية,,
97.205,106.0101,99.7065,العلوم التقنية,,
115.1534,106.09,110.0371,علوم الإعلامية,,
89.4552,127.445,125.52,رياضيات,"جامعة جندوبةالمعهد العالي للإعلامية   بالكاف",الإجازة  في علوم الإعلامية82523
119.2034,119.24,119.43,علوم تجريبية,,
139.315,145.3381,150.135,العلوم التقنية,,
125.045,126.68,121.785,علوم الإعلامية,,
94.6199,112.49,119.085,رياضيات,"جامعة جندوبةالمعهد العالي للإعلامية   بالكاف",الإجازة  في هندسة نظم الإعلامية82524
109.9994,113.87,112.4124,علوم تجريبية,,
108.495,137.3078,141.9676,العلوم التقنية,,
115.875,114.24,109.97,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
0,130.86,124.28,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بالكاف",الإجازة  في تكنولوجيات الإعلامية82566
105.101,129.3684,112.715,علوم تجريبية,,
109.1935,110.87,101.345,إقتصاد وتصرف,,
117.335,127.705,126.35,العلوم التقنية,,
122.96,119.52,114.705,علوم الإعلامية,,
99.8001,112.3982,106.89,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بالكاف",الإجازة  في الهندسـة الميكانـيـكـيـة82570
105.8532,111.3924,96.9065,علوم تجريبية,,
97.2828,109.6533,100.7872,العلوم التقنية,,
96.705,104.81,98.32,علوم الإعلامية,,
0,100.3918,114.495,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بالكاف",الإجازة  في الهندسـة الكهـربـائـيــة82571
109.3987,106.1333,110.1512,علوم تجريبية,,
97.9236,110.9,104.625,العلوم التقنية,,
110.825,101.8675,97.11,علوم الإعلامية,,
91.8039,99.9567,84.8793,العلوم التقنية,"جامعة جندوبةالمدرسة العليا للمهندسين بمجاز الباب",الإجازة  في الهيدروميكانيك84506
95.75,0,83.3916,رياضيات,"جامعة جندوبةالمعهد العالي للبيوتكنولوجيا بباجة",الإجازة  في علوم الأحياء84509
78.6083,102.5068,99.3226,علوم تجريبية,,
0,0,93.0527,رياضيات,"جامعة جندوبةالمعهد العالي للبيوتكنولوجيا بباجة",الإجازة  في علوم الأحياء  و المحيط84512
98.0087,93.8977,87.4513,علوم تجريبية,,
99.8601,127.82,130.445,رياضيات,"جامعة جندوبةالمعهد العالي للغات التطبيقية و الاعلامية   بباجة",الإجازة  في علوم الإعلامية84523
110.45,122.26,121.35,علوم تجريبية,,
136.4,135.04,151.125,العلوم التقنية,,
129.05,131.89,125.0349,علوم الإعلامية,,
107.885,118.015,129.445,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بباجة",الإجازة  في تكنولوجيات الإعلامية84566
111.43,113.27,116.28,علوم تجريبية,,
108.64,111.48,105.9835,إقتصاد وتصرف,,
105.96,132.2467,133.975,العلوم التقنية,,
126.35,124.885,121.6,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
106.48,109.705,115,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بباجة",الإجازة  في الهندسـة الميكانـيـكـيـة84570
110.34,105.1533,102.3,علوم تجريبية,,
106.5812,112.5367,107.3583,العلوم التقنية,,
113.415,102.455,100.67,علوم الإعلامية,,
89.8385,111.23,109.1278,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بباجة",الإجازة  في الهندسـة الكهـربـائـيــة84571
105.27,107.71,101.495,علوم تجريبية,,
105.175,113.59,109.385,العلوم التقنية,,
110.0157,114.39,114.34,علوم الإعلامية,,
105.64,111.44,118.13,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بسليانة",الإجازة  في تكنولوجيات الإعلامية86566
105.3249,108.725,105.455,علوم تجريبية,,
100.8016,105.1952,98.47,إقتصاد وتصرف,,
118.1441,123.7134,122,العلوم التقنية,,
118.69,115.04,109.37,علوم الإعلامية,,
113.3217,112.8618,109.484,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بسليانة",الإجازة  في الهندسـة المدنية86568
108.5266,113.7817,108.8733,علوم تجريبية,,
90.4316,96.6932,84.9265,العلوم التقنية,,
103.7837,108.3967,109.5333,علوم الإعلامية,,
0,99.195,89.8368,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بسليانة",الإجازة  في الهندسـة الميكانـيـكـيـة86570
92.2749,98.6336,98.1103,علوم تجريبية,,
95.9673,100.1117,90.3172,العلوم التقنية,,
98.14,98.6582,98.34,علوم الإعلامية,,
0,0,97.8315,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بسليانة",الإجازة  في الهندسـة الكهـربـائـيــة86571
99.775,96.3605,98.2635,علوم تجريبية,,
101.1319,102.0566,93.835,العلوم التقنية,,
103.7134,103.19,84.0549,علوم الإعلامية,,
الهندسة المعمارية والمراحل التحضيرية العلمية
الهندسة المعمارية والمراحل التحضيرية العلمية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
158.29,155.16,161.135,آداب,"جامعة  قرطاجالمدرسة الوطنية للهندسة المعمارية و التعميربتونس",الهندسة المعمارية10203
124.32,148.64,152.75,رياضيات,,
142.86,147.33,156.045,علوم تجريبية,,
175.1,172.855,173.28,إقتصاد وتصرف,,
134.355,144.905,151.475,العلوم التقنية,,
134.73,140.21,140.18,علوم الإعلامية,,
174.915,181.31,176.79,رياضة,,
121.77,130.095,135.61,آداب,"جامعة  قرطاجالمعهد العالي  لتكنولوجيات البيئة والعمران والبنيان",الإجازة  في التعمير و التهيئة10244
97.3385,93.8051,117.195,رياضيات,,
110.15,111.415,113.075,علوم تجريبية,,
94.9569,99.07,94.595,إقتصاد وتصرف,,
85.8569,99.875,94.1049,العلوم التقنية,,
148.1833,158.615,153.465,رياضيات,"جامعة تونس المنارالمعهد العالي للتكنولوجيات الطبية بتونس",مرحلة تحضيرية مندمجة  في الهندسة البيوطبي10516
140.9783,145.5633,148.265,علوم تجريبية,,
143.655,151.08,156.29,العلوم التقنية,,
124.845,116.965,95.3948,علوم الإعلامية,,
95.0749,144.775,143.1667,رياضيات,"جامعة تونس المنارالمعهد العالي للتكنولوجيات الطبية بتونس","مرحلة تحضيرية مندمجة  في هندسة10517بيوتكنولوجيات الصحة"
134.1767,140.3933,145.3467,علوم تجريبية,,
177.81,184.0333,183.775,رياضيات,"جامعة تونس المناركلية العلوم بتونس",مرحلة تحضيرية مندمجة10518
173.925,171.6267,175.3183,علوم تجريبية,,
178.6167,181.0417,181.5783,العلوم التقنية,,
183.775,189.8017,188.9833,علوم الإعلامية,,
188.3767,191.9817,191.7283,رياضيات,"جامعة  قرطاجالمعهد الوطني للعلوم التطبيقية والتكنولوجيا بتونس","مرحلة تحضيرية مندمجة: رياضيات- فيزياء و10520إعلامـيـة"
178.37,176.37,180.425,علوم تجريبية,,
185.4783,186.2,187.3183,العلوم التقنية,,
192.1783,196.0567,195.485,علوم الإعلامية,,
166.6117,176.655,163.3067,رياضيات,"جامعة  قرطاجالمعهد الوطني للعلوم التطبيقية والتكنولوجيا بتونس","مرحلة تحضيرية مندمجة: كـيـمـيـاء -10521بـيـولوجيا تطبيقية"
159.1633,158.83,160.6633,علوم تجريبية,,
120.61,159.065,160.47,رياضيات,"جامعة تونسالمعهد التحضيري للدراسات الهندسية بتونس",مرحلة تحضيرية علمية10522
121.88,110.015,146.365,علوم تجريبية,,
154.115,163.99,153.88,علوم الإعلامية,,
الهندسة المعمارية والمراحل التحضيرية العلمية
الهندسة المعمارية والمراحل التحضيرية العلمية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
148.14,154.9633,157.8633,العلوم التقنية,"جامعة تونس المنارالمعهد التحضيري للدراسات الهندسية بالمنار",مرحلة تحضيرية - تكنولوجيا10532
140.2217,150.1283,141.0383,رياضيات,"جامعة تونس المناركلية العلوم بتونس",مرحلة تحضيرية:   بيولوجيا -  جيولوجيا10832
111.1188,120.78,121.7667,علوم تجريبية,,
112.565,154.08,150.415,رياضيات,"جامعة تونس المناركلية العلوم بتونس",المرحلة التحضيرية العلمية: فيزياء - كيمياء11422
114.6,123.495,138.025,علوم تجريبية,,
140.325,178.605,161.59,علوم الإعلامية,,
184.24,180.495,,رياضيات,"جامعة تونسالمعهد العالي للهندسة الرقمية بتونس",مرحلة تحضيرية مندمجة11518
175.9433,171.35,,علوم تجريبية,,
181.25,177.8083,,العلوم التقنية,,
190.9433,187.37,,علوم الإعلامية,,
155.0325,165.585,162.045,رياضيات,"جامعة منوبةالمدرسة الوطنية للمهندسين بمنوبة","مرحلة تحضيرية مندمجة: رياضيات- فيزياء-11525كيمياء"
139.125,154.2325,158.94,علوم تجريبية,,
169.5275,170.465,165.91,العلوم التقنية,,
175.5625,173.3475,165.645,علوم الإعلامية,,
