الآداب  واللغات والمراحل التحضيرية الأدبية
الآداب  واللغات والمراحل التحضيرية الأدبية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
155.03,166.185,163.27,رياضيات,"جامعة تونسالمعهد العالي للأعمال  بتونس",البكالوريوس في إدارة الأعمال10377
163.105,163.255,165.175,علوم تجريبية,,
162.025,173.875,159.385,إقتصاد وتصرف,,
162.61,164.795,162.57,العلوم التقنية,,
162.325,170.935,173.28,علوم الإعلامية,,
145.015,171.475,169.35,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية برادس",الإجازة  في إدارة الأعمال10391
141.235,137.6341,147.7617,علوم تجريبية,,
119.5244,129.27,113.9283,إقتصاد وتصرف,,
141.9409,133.9426,151.15,العلوم التقنية,,
157.7769,140.5231,140.2717,علوم الإعلامية,,
0,152.3413,138.575,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية برادس",الاجازة  في المحاسبة و المالية10394
127.2658,141.4219,142.1763,علوم تجريبية,,
124.295,136.8102,117.3951,إقتصاد وتصرف,,
148.2004,128.3572,146.788,العلوم التقنية,,
139.6939,140.4857,129.0046,علوم الإعلامية,,
العلوم الإقتصادية  وعلوم التصرف
العلوم الإقتصادية  وعلوم التصرف,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
121.215,141.1972,132.3323,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية برادس",الاجازة  في التجارة والتوزيع10396
137.6983,133.643,120.3001,علوم تجريبية,,
114.3723,124.4143,113.848,إقتصاد وتصرف,,
133.815,142.1281,134.8468,العلوم التقنية,,
142.2512,143.6261,139.42,علوم الإعلامية,,
93.5094,128.43,113.4896,رياضيات,"جامعة تونسالمدرسة العليا للعلوم الإقتصادية  والتجارية بتونس",الاجازة  في العلوم الاقتصادية11312
124.96,96.8713,162.7417,علوم تجريبية,,
120.3395,124.095,112.1146,إقتصاد وتصرف,,
105.0366,134.804,94.0958,رياضيات,"جامعة تونسالمدرسة العليا للعلوم الإقتصادية  والتجارية بتونس",الإجازة  في علوم  التصرف11318
142.6792,129.2774,163.275,علوم تجريبية,,
148.6979,153.155,133.3755,إقتصاد وتصرف,,
166.9307,156.2414,154.0265,العلوم التقنية,,
143.2677,136.7407,126.4901,علوم الإعلامية,,
104.9252,156.2842,152.9084,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بالشرقية",الإجازة  في إدارة الأعمال11391
132.3269,134.3706,146.6275,علوم تجريبية,,
115.1962,125.8588,111.4546,إقتصاد وتصرف,,
140.275,133.0813,152.5071,العلوم التقنية,,
137.7037,161.0297,134.0122,علوم الإعلامية,,
89.6819,128.9564,111.815,رياضيات,"جامعة منوبةالمدرسة العليا للتجارة بمنوبة",الاجازة  في العلوم الاقتصادية12312
147.7403,132.1504,145.3274,علوم تجريبية,,
116.2288,127.2444,117.6251,إقتصاد وتصرف,,
101.23,131.6314,110.64,رياضيات,"جامعة منوبةالمدرسة العليا للتجارة بمنوبة",الإجازة  في علوم  التصرف12318
132.2199,119.7221,156.7015,علوم تجريبية,,
130.245,144.52,124.63,إقتصاد وتصرف,,
161.677,155.7064,153.6467,العلوم التقنية,,
134.1138,136.5695,130.1923,علوم الإعلامية,,
112.136,141.6306,140.9939,رياضيات,"جامعة تونس المناركلية العلوم الإقتصادية  والتصرف بتونس",الاجازة  في العلوم الاقتصادية13312
121.7607,136.385,146.1246,علوم تجريبية,,
116.6354,120.8512,112.715,إقتصاد وتصرف,,
العلوم الإقتصادية  وعلوم التصرف
العلوم الإقتصادية  وعلوم التصرف,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
98.3223,131.2997,109.231,رياضيات,"جامعة تونس المناركلية العلوم الإقتصادية  والتصرف بتونس",الإجازة  في علوم  التصرف13318
132.9315,143.1125,152.1112,علوم تجريبية,,
131.9899,142.1281,125.62,إقتصاد وتصرف,,
155.0002,133.4504,160.48,العلوم التقنية,,
124.976,145.0278,129.1597,علوم الإعلامية,,
0,128.2449,118.725,رياضيات,"جامعة  قرطاجالمعهد الوطني للشغل والدراسات الإجتماعية  بتونس",الاجازة  في العلوم الاقتصادية14312
121.985,136.3394,129.454,علوم تجريبية,,
112.7834,114.3937,110.0388,إقتصاد وتصرف,,
149.8,173.55,168.0649,رياضيات,"جامعة  قرطاجمعهد الدراسات العليا التجارية بقرطاج",الإجازة  في علوم  التصرف14318
169.95,166.5295,186.4261,علوم تجريبية,,
178.65,179.545,166.265,إقتصاد وتصرف,,
221.3509,173.5487,184.74,العلوم التقنية,,
162.0194,150.0194,173.4042,علوم الإعلامية,,
90.7451,138.2173,117.845,رياضيات,"جامعة منوبةالمعهد  العالي للمحاسبة و إدارة المؤسـسات بمنوبة",الإجازة  في علوم  التصرف15318
135.4085,123.9756,164.3627,علوم تجريبية,,
135.8633,149.675,127.2979,إقتصاد وتصرف,,
149.0671,139.7848,154.8,العلوم التقنية,,
134.6595,139.0251,130.631,علوم الإعلامية,,
106.8896,126.4312,113.5484,رياضيات,"جامعة  قرطاجالمعهد الوطني للشغل والدراسات الإجتماعية  بتونس",الإجازة  في علوم  التصرف16318
112.7068,135.9168,137.3506,علوم تجريبية,,
113.1276,131.7543,118.0531,إقتصاد وتصرف,,
142.7755,110.317,146.875,العلوم التقنية,,
129.3523,122.5525,119.8614,علوم الإعلامية,,
97.8717,110.9411,97.8333,رياضيات,"جامعة  قرطاجالمعهد العالي للتصرف ببنزرت",الاجازة  في العلوم الاقتصادية20312
124.3768,90.4782,132.2039,علوم تجريبية,,
109.5306,110.815,109.9211,إقتصاد وتصرف,,
107.79,116.84,125.125,رياضيات,"جامعة  قرطاجالمعهد العالي للتصرف ببنزرت",الإجازة  في علوم  التصرف20318
131.2569,120.8084,139.43,علوم تجريبية,,
123.997,131.63,119.59,إقتصاد وتصرف,,
139.795,150.435,128.18,العلوم التقنية,,
119.86,115.61,123.0768,علوم الإعلامية,,
العلوم الإقتصادية  وعلوم التصرف
العلوم الإقتصادية  وعلوم التصرف,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
126.1316,155.99,135.52,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية ببنزرت",الإجازة  في إدارة الأعمال21391
129.175,124.86,135.767,علوم تجريبية,,
111.1784,118.1013,110.2635,إقتصاد وتصرف,,
142.0265,136.9,125.425,العلوم التقنية,,
128.675,145.4933,113.1686,علوم الإعلامية,,
101.59,116.3698,113.415,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية ببنزرت",الاجازة  في المحاسبة و المالية21394
120.573,128.7959,118.475,علوم تجريبية,,
114.5489,120.0808,111.325,إقتصاد وتصرف,,
120.5248,125.93,120.161,العلوم التقنية,,
120.835,118.0371,124.455,علوم الإعلامية,,
0,135.455,126.165,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية ببنزرت",الاجازة  في التجارة والتوزيع21396
131.5993,119.875,126.775,علوم تجريبية,,
109.6001,118.2029,111.51,إقتصاد وتصرف,,
112.9653,147.6814,129.882,العلوم التقنية,,
127.89,123.815,116.91,علوم الإعلامية,,
104.15,115.1962,117.965,رياضيات,"جامعة  قرطاجكلية العلوم الإقتصادية  والتصرف بنابل",الاجازة  في العلوم الاقتصادية22312
119.6207,122.1,132.015,علوم تجريبية,,
104.055,101.285,100.17,إقتصاد وتصرف,,
99.035,121.2096,124.045,رياضيات,"جامعة  قرطاجكلية العلوم الإقتصادية  والتصرف بنابل",الإجازة  في علوم  التصرف22318
118.475,132.125,134.975,علوم تجريبية,,
110.195,117.36,105.455,إقتصاد وتصرف,,
108.3124,144.4126,136.8851,العلوم التقنية,,
116.105,116.3197,113.41,علوم الإعلامية,,
0,132.68,130.41,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بنابل",الإجازة  في إدارة الأعمال22391
123.64,102.5345,144.44,علوم تجريبية,,
109.0919,113.515,104.9955,إقتصاد وتصرف,,
142.3475,136.2806,127.785,العلوم التقنية,,
120.6479,127.7045,120.8137,علوم الإعلامية,,
العلوم الإقتصادية  وعلوم التصرف
العلوم الإقتصادية  وعلوم التصرف,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
112.9171,122.585,121.1561,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بنابل",الاجازة  في المحاسبة و المالية22394
125.4629,121.97,113.9497,علوم تجريبية,,
118.045,121.7232,108.8137,إقتصاد وتصرف,,
144.45,127.4424,144.075,العلوم التقنية,,
121.6109,123.41,111.405,علوم الإعلامية,,
0,130.1067,138.1745,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بنابل",الاجازة  في التجارة والتوزيع22396
128.935,129.5182,128.725,علوم تجريبية,,
109.1507,115.87,105.005,إقتصاد وتصرف,,
137.725,132.32,164.5286,العلوم التقنية,,
133.3541,143.1339,130.3795,علوم الإعلامية,,
0,121.08,128.155,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بزغوان",الإجازة  في إدارة الأعمال24391
109.765,115.255,115.155,علوم تجريبية,,
98.34,104.37,97.315,إقتصاد وتصرف,,
114.395,126.88,130.6417,العلوم التقنية,,
0,129.08,112.925,علوم الإعلامية,,
93.5349,87.1752,111.525,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بزغوان",الاجازة  في المحاسبة و المالية24394
87.1883,120.74,111.93,علوم تجريبية,,
103.1483,111.7,101.235,إقتصاد وتصرف,,
109.54,121.65,120.2,العلوم التقنية,,
122.93,111.49,110.63,علوم الإعلامية,,
95.7973,109.765,110.622,رياضيات,"جامعة سوسةالمعهد العالى للتصرف بسوسة",الاجازة  في العلوم الاقتصادية30312
140.01,90.0901,145.5949,علوم تجريبية,,
121.215,127.1214,114.4847,إقتصاد وتصرف,,
106.625,125.835,105.9871,رياضيات,"جامعة سوسةالمعهد العالى للتصرف بسوسة",الإجازة  في علوم  التصرف30318
139.065,127.505,155.97,علوم تجريبية,,
138.165,146.7131,127.845,إقتصاد وتصرف,,
153.455,167.1233,180.6214,العلوم التقنية,,
120.2627,116.38,112.7,علوم الإعلامية,,
العلوم الإقتصادية  وعلوم التصرف
العلوم الإقتصادية  وعلوم التصرف,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
128.507,155.005,141.6359,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بسوسة",الإجازة  في إدارة الأعمال30391
137.6716,105.7909,151.75,علوم تجريبية,,
120.2573,122.8521,109.1721,إقتصاد وتصرف,,
153.224,158.8201,162.4367,العلوم التقنية,,
132.52,133.395,130.285,علوم الإعلامية,,
104.9706,108.7262,151.9668,رياضيات,"جامعة سوسةمعهد الدراسات التجارية العليا بسوسة",الاجازة  في العلوم الاقتصادية31312
124.305,83.1452,173.1046,علوم تجريبية,,
133.155,139.595,128.063,إقتصاد وتصرف,,
132.57,155.5994,158.6168,رياضيات,"جامعة سوسةمعهد الدراسات التجارية العليا بسوسة",الإجازة  في علوم  التصرف31318
160.83,159.075,166.165,علوم تجريبية,,
152.66,160.285,146.8789,إقتصاد وتصرف,,
181.9375,185.0298,183.9865,العلوم التقنية,,
134.17,103.315,144.415,علوم الإعلامية,,
100.9133,109.5286,102.47,رياضيات,"جامعة سوسةالمعهد العالي للمالية و الجباية بسوسة",الاجازة  في العلوم الاقتصادية32312
