عدد;الرمز;اسم الشهادة بالعربية;المجال;nom certificat en français;مدة الدراسة;التخصصات;نوع البكالوريا;التنفيل الجغرافي;تتطلب اختبارات;لها شروط خاصة;المؤسسة;الجامعة;الولاية;صيغة مجموع النقاط;تفسير صيغة مجموع النقاط;الآفاق الجامعية;الآفاق المهنية;score2019;score2020;score2021;score2022;score2023;score2024;score2025
2963;34701;الصيدلة;علوم الصحة والطب وطب الأسنان والصيدلة;Pharmacie;06 سنوات;الصيدلة;رياضيات;لا;لا;لا;كلية الصيدلة بالمنستير;جامعة المنستير;المنستير;FG+(SP+SVT)/2;;اختصاص تحاليل طبية;دكتور في الصيدلة بالمستشفيات العمومية أوالخاصة أو مخابر الأدوية+ صيدلي لدى الغير أو للحساب الخاص;165.36;166.27;183.89;169.6;169.19;176.08;176.38
2964;34701;الصيدلة;علوم الصحة والطب وطب الأسنان والصيدلة;Pharmacie;06 سنوات;الصيدلة;علوم تجريبية;لا;لا;لا;كلية الصيدلة بالمنستير;جامعة المنستير;المنستير;FG+(SP+SVT)/2;;اختصاص تحاليل طبية;دكتور في الصيدلة بالمستشفيات العمومية أوالخاصة أو مخابر الأدوية+ صيدلي لدى الغير أو للحساب الخاص;169.48;176.45;191.31;178.77;175.51;172.19;176.37
2965;34701;الصيدلة;علوم الصحة والطب وطب الأسنان والصيدلة;Pharmacie;06 سنوات;الصيدلة;رياضة;لا;لا;لا;كلية الصيدلة بالمنستير;جامعة المنستير;المنستير;FG+(SP+SVT)/2;;اختصاص تحاليل طبية;دكتور في الصيدلة بالمستشفيات العمومية أوالخاصة أو مخابر الأدوية+ صيدلي لدى الغير أو للحساب الخاص;176.31;163.71;195.77;176.81;185.03;189.54;182.98
2966;34702;طب الأسنان;علوم الصحة والطب وطب الأسنان والصيدلة;Médecine dentaire;06 سنوات;طب أسنان;آداب;لا;لا;نعم: علوم الحياة والأرض مطلوبة;كلية طب الأسنان بالمنستير;جامعة المنستير;المنستير;FG+SVT;;طب الأسنان المختص;دكتور في جراحة الأسنان بالمستشفيات العمومية +عيادة للحساب الخاص;137.99;137.27;151.7;158;158.77;182.91;162.35
2967;34702;طب الأسنان;علوم الصحة والطب وطب الأسنان والصيدلة;Médecine dentaire;06 سنوات;طب أسنان;رياضيات;لا;لا;لا;كلية طب الأسنان بالمنستير;جامعة المنستير;المنستير;FG+SVT;;طب الأسنان المختص;دكتور في جراحة الأسنان بالمستشفيات العمومية +عيادة للحساب الخاص;169.88;170.42;179.58;173.41;177.65;182.85;184.73
2968;34702;طب الأسنان;علوم الصحة والطب وطب الأسنان والصيدلة;Médecine dentaire;06 سنوات;طب أسنان;علوم تجريبية;لا;لا;لا;كلية طب الأسنان بالمنستير;جامعة المنستير;المنستير;FG+SVT;;طب الأسنان المختص;دكتور في جراحة الأسنان بالمستشفيات العمومية +عيادة للحساب الخاص;173.37;179.29;186.45;180.62;180.32;177.31;180.94
2969;34702;طب الأسنان;علوم الصحة والطب وطب الأسنان والصيدلة;Médecine dentaire;06 سنوات;طب أسنان;رياضة;لا;لا;لا;كلية طب الأسنان بالمنستير;جامعة المنستير;المنستير;FG+SVT;;طب الأسنان المختص;دكتور في جراحة الأسنان بالمستشفيات العمومية +عيادة للحساب الخاص;174.15;169.14;186.63;186.54;185.86;190.01;192.27
2970;30739;الإجازة في مبحث وتدريم القدم;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en podologie et pédicure;03 سنوات;مبحث وتدريم القدم;رياضيات;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بسوسة;جامعة سوسة;سوسة;FG+SVT;;ماجستير مهني;المستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;111.42;106.44;112.12;118.68;133.4;106.94;135.24
2971;30739;الإجازة في مبحث وتدريم القدم;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en podologie et pédicure;03 سنوات;مبحث وتدريم القدم;علوم تجريبية;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بسوسة;جامعة سوسة;سوسة;FG+SVT;;ماجستير مهني;المستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;129.96;131.16;142.42;136.53;130.36;126.69;130.54
2972;30739;الإجازة في مبحث وتدريم القدم;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en podologie et pédicure;03 سنوات;مبحث وتدريم القدم;العلوم التقنية;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بسوسة;جامعة سوسة;سوسة;FG+SP;;ماجستير مهني;المستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;122.82;130.02;143.83;135.77;141.77;110.48;124.39
2973;10740;الإجازة في التبنيج والإنعاش;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en anesthésie et réanimation;03 سنوات;التبنيج والإنعاش;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في التبنيج و الإنعاش في أقسام الجراحة والإنعاش بالستشفيات العمومية والمصحات الخاصة + الحماية المدنية;157.91;158.54;172.52;152.98;164.09;186.82;109.37
2974;10740;الإجازة في التبنيج والإنعاش;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en anesthésie et réanimation;03 سنوات;التبنيج والإنعاش;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في التبنيج و الإنعاش في أقسام الجراحة والإنعاش بالستشفيات العمومية والمصحات الخاصة + الحماية المدنية;171.98;176.12;184.22;180.45;171.96;169.77;171.11
2975;34740;الإجازة في التبنيج والإنعاش;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en anesthésie et réanimation;03 سنوات;التبنيج والإنعاش;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بالمنستير;جامعة المنستير;المنستير;FG+SVT;;ماجستير مهني;تقني سامي في التبنيج و الإنعاش في أقسام الجراحة والإنعاش بالستشفيات العمومية والمصحات الخاصة + الحماية المدنية;159.39;151.99;169.45;148.83;167.71;172.63;164.92
2976;34740;الإجازة في التبنيج والإنعاش;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en anesthésie et réanimation;03 سنوات;التبنيج والإنعاش;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بالمنستير;جامعة المنستير;المنستير;FG+SVT;;ماجستير مهني;تقني سامي في التبنيج و الإنعاش في أقسام الجراحة والإنعاش بالستشفيات العمومية والمصحات الخاصة + الحماية المدنية;166.01;170.18;179.87;173.91;169.02;162.32;165.11
2977;40740;الإجازة في التبنيج والإنعاش;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en anesthésie et réanimation;03 سنوات;التبنيج والإنعاش;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بصفاقس;جامعة صفاقس;صفاقس;FG+SVT;;ماجستير مهني;تقني سامي في التبنيج و الإنعاش في أقسام الجراحة والإنعاش بالستشفيات العمومية والمصحات الخاصة + الحماية المدنية;161.35;155.12;166.36;159.14;163.43;163.95;147.83
2978;40740;الإجازة في التبنيج والإنعاش;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en anesthésie et réanimation;03 سنوات;التبنيج والإنعاش;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بصفاقس;جامعة صفاقس;صفاقس;FG+SVT;;ماجستير مهني;تقني سامي في التبنيج و الإنعاش في أقسام الجراحة والإنعاش بالستشفيات العمومية والمصحات الخاصة + الحماية المدنية;171.18;172.47;182.11;177.74;169.35;156.21;161.97
2979;60740;الإجازة في التبنيج والإنعاش;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en anesthésie et réanimation;03 سنوات;التبنيج والإنعاش;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم و تقنيات الصحة بقفصة;جامعة قفصة;قفصة;FG+SVT;;ماجستير مهني;تقني سامي في التبنيج و الإنعاش في أقسام الجراحة والإنعاش بالستشفيات العمومية والمصحات الخاصة + الحماية المدنية;0;0;0;0;0;144.42;141.9
2980;60740;الإجازة في التبنيج والإنعاش;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en anesthésie et réanimation;03 سنوات;التبنيج والإنعاش;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم و تقنيات الصحة بقفصة;جامعة قفصة;قفصة;FG+SVT;;ماجستير مهني;تقني سامي في التبنيج و الإنعاش في أقسام الجراحة والإنعاش بالستشفيات العمومية والمصحات الخاصة + الحماية المدنية;0;0;0;0;0;142.77;147.52
2981;10741;الإجازة في التصوير الطبي والمداواة بالأشعة;علوم الصحة والطب وطب الأسنان والصيدلة;Licence imagerie médicale et radiothérapie;03 سنوات;التصوير الطبي والمداواة بالأشعة;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في التصوير الطبي و العلاج بالأشعة في المستشفيات العمومية والمصحات الخاصة;151.15;146.78;184.22;155.13;152.78;155.59;112.77
2982;10741;الإجازة في التصوير الطبي والمداواة بالأشعة;علوم الصحة والطب وطب الأسنان والصيدلة;Licence imagerie médicale et radiothérapie;03 سنوات;التصوير الطبي والمداواة بالأشعة;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في التصوير الطبي و العلاج بالأشعة في المستشفيات العمومية والمصحات الخاصة;163.11;161.54;175.52;170.46;159.28;154.12;161.42
2983;34741;الإجازة في التصوير الطبي والمداواة بالأشعة;علوم الصحة والطب وطب الأسنان والصيدلة;Licence imagerie médicale et radiothérapie;03 سنوات;التصوير الطبي والمداواة بالأشعة;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بالمنستير;جامعة المنستير;المنستير;FG+SVT;;ماجستير مهني;تقني سامي في التصوير الطبي و العلاج بالأشعة في المستشفيات العمومية والمصحات الخاصة;145.64;145.18;152.19;150.33;146.08;154.11;140.19
2984;34741;الإجازة في التصوير الطبي والمداواة بالأشعة;علوم الصحة والطب وطب الأسنان والصيدلة;Licence imagerie médicale et radiothérapie;03 سنوات;التصوير الطبي والمداواة بالأشعة;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بالمنستير;جامعة المنستير;المنستير;FG+SVT;;ماجستير مهني;تقني سامي في التصوير الطبي و العلاج بالأشعة في المستشفيات العمومية والمصحات الخاصة;153.68;155.33;168.66;162.81;157.49;143.2;150.95
2985;40741;الإجازة في التصوير الطبي والمداواة بالأشعة;علوم الصحة والطب وطب الأسنان والصيدلة;Licence imagerie médicale et radiothérapie;03 سنوات;التصوير الطبي والمداواة بالأشعة;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بصفاقس;جامعة صفاقس;صفاقس;FG+SVT;;ماجستير مهني;تقني سامي في التصوير الطبي و العلاج بالأشعة في المستشفيات العمومية والمصحات الخاصة;144.38;145.49;150.72;151.19;147.99;124.82;131.74
2986;40741;الإجازة في التصوير الطبي والمداواة بالأشعة;علوم الصحة والطب وطب الأسنان والصيدلة;Licence imagerie médicale et radiothérapie;03 سنوات;التصوير الطبي والمداواة بالأشعة;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بصفاقس;جامعة صفاقس;صفاقس;FG+SVT;;ماجستير مهني;تقني سامي في التصوير الطبي و العلاج بالأشعة في المستشفيات العمومية والمصحات الخاصة;154.34;153.91;167.01;162.65;153.57;139.41;150.51
2987;60741;الإجازة في التصوير الطبي والمداواة بالأشعة;علوم الصحة والطب وطب الأسنان والصيدلة;Licence imagerie médicale et radiothérapie;03 سنوات;التصوير الطبي والمداواة بالأشعة;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم و تقنيات الصحة بقفصة;جامعة قفصة;قفصة;FG+SVT;;ماجستير مهني;تقني سامي في التصوير الطبي و العلاج بالأشعة في المستشفيات العمومية والمصحات الخاصة;0;0;0;0;0;131.23;115.93
2988;60741;الإجازة في التصوير الطبي والمداواة بالأشعة;علوم الصحة والطب وطب الأسنان والصيدلة;Licence imagerie médicale et radiothérapie;03 سنوات;التصوير الطبي والمداواة بالأشعة;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم و تقنيات الصحة بقفصة;جامعة قفصة;قفصة;FG+SVT;;ماجستير مهني;تقني سامي في التصوير الطبي و العلاج بالأشعة في المستشفيات العمومية والمصحات الخاصة;0;0;0;0;0;135.86;143.56
2989;10742;الإجازة في حفظ الصحة والوقاية والمحيط;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en hygiène protection et environnement;03 سنوات;حفظ الصحة;آداب;لا;لا;نعم: علوم الحياة والأرض مطلوبة;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;مسؤول عن حفظ الصحة و الوقاية والمحيط في الوزارات والبلديات والوكالات والمستشفيات والنزل والمؤسسات الصناعية والغذائية;112.82;107.01;109.46;104.25;108.87;112.44;121.41
2990;10742;الإجازة في حفظ الصحة والوقاية والمحيط;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en hygiène protection et environnement;03 سنوات;حفظ الصحة;رياضيات;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;مسؤول عن حفظ الصحة و الوقاية والمحيط في الوزارات والبلديات والوكالات والمستشفيات والنزل والمؤسسات الصناعية والغذائية;108.9;106.12;118.45;104.55;111.69;107.68;103.73
2991;10742;الإجازة في حفظ الصحة والوقاية والمحيط;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en hygiène protection et environnement;03 سنوات;حفظ الصحة;علوم تجريبية;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;مسؤول عن حفظ الصحة و الوقاية والمحيط في الوزارات والبلديات والوكالات والمستشفيات والنزل والمؤسسات الصناعية والغذائية;126.53;124.68;132.51;122.1;117.93;120.11;123.89
2992;10742;الإجازة في حفظ الصحة والوقاية والمحيط;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en hygiène protection et environnement;03 سنوات;حفظ الصحة;رياضة;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;مسؤول عن حفظ الصحة و الوقاية والمحيط في الوزارات والبلديات والوكالات والمستشفيات والنزل والمؤسسات الصناعية والغذائية;128.83;132.52;149.85;133.94;151.14;170.64;170.02
2993;10743;الإجازة في البيولوجيا الطبية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en biologie médicale;03 سنوات;البيولوجيا الطبية;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+(SP+SVT)/2;;ماجستير مهني;العمل في المخابر التحاليل الطبية بمستشفيات العمومية و مصحات خاصة و مراكز نقل و تصفية الدم+ مخابر صناعة الأدوية;143.94;134.99;155.27;134.7;146.94;152.62;118.65
2994;10743;الإجازة في البيولوجيا الطبية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en biologie médicale;03 سنوات;البيولوجيا الطبية;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+(SP+SVT)/2;;ماجستير مهني;العمل في المخابر التحاليل الطبية بمستشفيات العمومية و مصحات خاصة و مراكز نقل و تصفية الدم+ مخابر صناعة الأدوية;155.95;162.71;176.48;161.06;147.89;148.87;151.6
2995;34743;الإجازة في البيولوجيا الطبية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en biologie médicale;03 سنوات;البيولوجيا الطبية;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بالمنستير;جامعة المنستير;المنستير;FG+(SP+SVT)/2;;ماجستير مهني;العمل في المخابر التحاليل الطبية بمستشفيات العمومية و مصحات خاصة و مراكز نقل و تصفية الدم+ مخابر صناعة الأدوية;136.09;135.08;145.77;131.9;145.04;151.3;150.24
2996;34743;الإجازة في البيولوجيا الطبية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en biologie médicale;03 سنوات;البيولوجيا الطبية;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بالمنستير;جامعة المنستير;المنستير;FG+(SP+SVT)/2;;ماجستير مهني;العمل في المخابر التحاليل الطبية بمستشفيات العمومية و مصحات خاصة و مراكز نقل و تصفية الدم+ مخابر صناعة الأدوية;150.13;156.96;164.8;156.89;148.17;142.88;144.13
2997;40743;الإجازة في البيولوجيا الطبية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en biologie médicale;03 سنوات;البيولوجيا الطبية;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بصفاقس;جامعة صفاقس;صفاقس;FG+(SP+SVT)/2;;ماجستير مهني;العمل في المخابر التحاليل الطبية بمستشفيات العمومية و مصحات خاصة و مراكز نقل و تصفية الدم+ مخابر صناعة الأدوية;140.18;126.27;139.83;133.94;132.53;141.16;123.16
2998;40743;الإجازة في البيولوجيا الطبية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en biologie médicale;03 سنوات;البيولوجيا الطبية;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بصفاقس;جامعة صفاقس;صفاقس;FG+(SP+SVT)/2;;ماجستير مهني;العمل في المخابر التحاليل الطبية بمستشفيات العمومية و مصحات خاصة و مراكز نقل و تصفية الدم+ مخابر صناعة الأدوية;149.59;151.7;159.53;152.93;143.69;135.25;141.54
2999;60743;الإجازة في البيولوجيا الطبية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en biologie médicale;03 سنوات;البيولوجيا الطبية;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم و تقنيات الصحة بقفصة;جامعة قفصة;قفصة;FG+(SP+SVT)/2;;ماجستير مهني;العمل في المخابر التحاليل الطبية بمستشفيات العمومية و مصحات خاصة و مراكز نقل و تصفية الدم+ مخابر صناعة الأدوية;0;0;0;0;0;120.01;135.66
3000;60743;الإجازة في البيولوجيا الطبية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en biologie médicale;03 سنوات;البيولوجيا الطبية;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم و تقنيات الصحة بقفصة;جامعة قفصة;قفصة;FG+(SP+SVT)/2;;ماجستير مهني;العمل في المخابر التحاليل الطبية بمستشفيات العمومية و مصحات خاصة و مراكز نقل و تصفية الدم+ مخابر صناعة الأدوية;0;0;0;0;0;127.67;137.31
3001;10744;الإجازة في العلاج الطبيعي;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en et physiothérapie;03 سنوات;العلاج الطبيعي;آداب;نعم;لا;نعم: علوم الحياة والأرض مطلوبة;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الطبيعي بالمستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;0;0;0;0;0;0;131.31
3002;10744;الإجازة في العلاج الطبيعي;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en et physiothérapie;03 سنوات;العلاج الطبيعي;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الطبيعي بالمستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;0;0;0;0;0;0;152.12
3003;10744;الإجازة في العلاج الطبيعي;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en et physiothérapie;03 سنوات;العلاج الطبيعي;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الطبيعي بالمستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;0;0;0;0;0;0;152.41
3004;10744;الإجازة في العلاج الطبيعي;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en et physiothérapie;03 سنوات;العلاج الطبيعي;رياضة;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الطبيعي بالمستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;0;0;0;0;0;0;183.62
3005;11744;الإجازة في العلاج الطبيعي;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en et physiothérapie;03 سنوات;العلاج الطبيعي;آداب;لا;نعم;نعم: علوم الحياة والأرض مطلوبة  ومخصصة للناجحين من معاهد المكفوفين;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الطبيعي بالمستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;0;0;0;0;0;0;88.24
3006;34744;الإجازة في العلاج الطبيعي;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en et physiothérapie;03 سنوات;العلاج الطبيعي;آداب;نعم;لا;نعم: علوم الحياة والأرض مطلوبة;المدرسة العليا لعلوم وتقنيات الصحة بالمنستير;جامعة المنستير;المنستير;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الطبيعي بالمستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;130.49;124.9;131.75;132.56;150.18;163.87;147.53
3007;34744;الإجازة في العلاج الطبيعي;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en et physiothérapie;03 سنوات;العلاج الطبيعي;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بالمنستير;جامعة المنستير;المنستير;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الطبيعي بالمستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;138.9;147.72;169.37;157.23;158.62;167.8;161.45
3008;34744;الإجازة في العلاج الطبيعي;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en et physiothérapie;03 سنوات;العلاج الطبيعي;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بالمنستير;جامعة المنستير;المنستير;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الطبيعي بالمستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;148.57;175.73;183.01;175.33;164.88;163.64;153.03
3009;34744;الإجازة في العلاج الطبيعي;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en et physiothérapie;03 سنوات;العلاج الطبيعي;رياضة;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بالمنستير;جامعة المنستير;المنستير;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الطبيعي بالمستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;184.27;180.35;201.87;168.73;196.25;191.62;195.02
3010;40744;الإجازة في العلاج الطبيعي;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en et physiothérapie;03 سنوات;العلاج الطبيعي;آداب;نعم;لا;نعم: علوم الحياة والأرض مطلوبة;المدرسة العليا لعلوم وتقنيات الصحة بصفاقس;جامعة صفاقس;صفاقس;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الطبيعي بالمستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;125.92;127.19;137.48;133.65;141.83;160.86;148.08
3011;40744;الإجازة في العلاج الطبيعي;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en et physiothérapie;03 سنوات;العلاج الطبيعي;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بصفاقس;جامعة صفاقس;صفاقس;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الطبيعي بالمستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;149.55;151.2;158.72;160.14;154.71;149.82;165.5
3012;40744;الإجازة في العلاج الطبيعي;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en et physiothérapie;03 سنوات;العلاج الطبيعي;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بصفاقس;جامعة صفاقس;صفاقس;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الطبيعي بالمستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;145.83;147.08;162.24;159.61;150.43;147.16;155
3013;40744;الإجازة في العلاج الطبيعي;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en et physiothérapie;03 سنوات;العلاج الطبيعي;رياضة;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بصفاقس;جامعة صفاقس;صفاقس;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الطبيعي بالمستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;170.91;167.2;193.61;186.76;195.76;195.59;177.96
3014;10745;الإجازة قي تقويم النطق والكلام;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en Orthophonie;03 سنوات;تقويم النطق والكلام;آداب;لا;لا;نعم: علوم الحياة والأرض مطلوبة;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في تقويم النطق بالمستشفيات العمومية و الخاصة +الانتصاب للحساب الخاص;112.92;110.66;117.86;111.83;119.91;124.6;128.74
3015;10745;الإجازة قي تقويم النطق والكلام;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en Orthophonie;03 سنوات;تقويم النطق والكلام;رياضيات;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في تقويم النطق بالمستشفيات العمومية و الخاصة +الانتصاب للحساب الخاص;128.37;129.51;147.01;130.41;144.67;148.11;129.34
3016;10745;الإجازة قي تقويم النطق والكلام;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en Orthophonie;03 سنوات;تقويم النطق والكلام;علوم تجريبية;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في تقويم النطق بالمستشفيات العمومية و الخاصة +الانتصاب للحساب الخاص;145.07;145.2;152.71;145.23;142.16;141.12;147.23
3017;10746;الإجازة قي أجهزة جراحة العظام;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en outillage orthopédique;03 سنوات;أجهزة جراحة العظام;رياضيات;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;مندوب طبي لدى المخابر لتسويق الأجهزة الطبية+المستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;124.59;112.24;127.55;124.32;125.55;117.98;119.94
3018;10746;الإجازة قي أجهزة جراحة العظام;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en outillage orthopédique;03 سنوات;أجهزة جراحة العظام;علوم تجريبية;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;مندوب طبي لدى المخابر لتسويق الأجهزة الطبية+المستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;128.67;129.85;142.41;136.87;135.63;130.72;131.6
